,country,description,total_model_predict
1534,US,"This Chardonnay is dry and offers brilliant acidity. At first, it's austere, but then the core of citrus and tropical fruits becomes apparent and intense. The nervy acidity leads to a tight, zesty finish.",US
1535,US,"Complex and nuanced, this Chardonnay is beginning to lose its primary fruit flavors of pears and tropical fruits, and it's becoming dry and mushroomy. The sweet oak tones are also an integral part of the profile. A subtle wine that is compatible with food, it should last for another 3–4 years.",US
1536,US,"Rich and ripe, this wine has flavors of tangerines, nectarines and limes, which are brightened by crisp acidity. The oak influence shows in the form of buttered toast and honey notes. It should develop in the bottle over the next six years.",US
1537,US,"Just delicious, showing the pure, laser-like lime, tangerine and ripe peach flavors of the Edna Valley, as well as the vibrant acidity that makes the wine so mouthwatering. Serve it cold and then pay attention to how it changes as it warms up.",US
1538,US,"This oaky, fruity Chardonnay is lush and opulent. It has flavors of buttered toast, sweet cream, pineapples, tangerines, tropical-fruit jam, sautéed bananas and limes, accented with brisk acidity.",US
1539,US,"This wine is as lush as apricots, pineapples and peach juice, but with refreshing acidity. Ample honey and buttered-toast notes from oak give it warmth. It's a very good Chard for drinking now with rich shellfish dishes, or a buttery wild mushroom risotto.",US
1540,US,"Hailing from Conner Lee Vineyard, this barrel-fermented wine was aged in two-thirds new French oak. It has aromas of toast, char, nut oil and lemon. The flavors seem faint by comparison, with the concentration not all there.",US
1541,US,"The wine feels overworked, with oak used to make it richer. The result is dry, tart and thin, except for all that buttered toast.",US
1542,US,"Muted on the nose, this offers shy notes of anise and fennel that arises out of the glass over time, buoyed by a generous proportion of golden apple and honey. It veers briny around the full-bodied finish.",US
1543,US,"Firm and polished, this barrel-fermented wine is just rounded off enough, without damping the bright, almost crunchy fruit. There's a light touch of toast and the structure for further bottle age to improve it. Drink 2017–2025.",US
1544,US,"A light golden color, this wine offers aromas of honeycomb, white peach and prickly pear. The tropical flavors are ripe yet elegant, with a creamy, rich feel that leads to an extended finish.",US
1545,US,"This stainless-steel fermented and aged wine is loaded with ripe fruit flavors of apple, melon, pineapple and apricot. Great acidity underscores the clean and fresh midpalate. Excellent concentration and refreshing minerality makes this one to buy by the case.",US
1546,US,"A delicate study in Golden Delicious apple and ginger undertones, this wine is also hearty in toast and oak, concentrated and rich with a clean finish of vanilla and hazelnut. A good call with buttery seafood like fresh-caught lobster.",US
1547,US,"Lifting aromas of orange blossom, night jasmine and pear lead the way. On the palate, there is a salty character along with freshly cut kiwi, exotic spice and a tad of bitter greens on the finish.",US
1548,US,"As soon as this Chardonnay hits the mouth, it explodes with ripe, heady flavors of pineapples, mangoes and limes. There's a complexity to the palate that makes it hard to believe its unoaked.",US
1549,US,"Good, crisp flavors of melon and pineapple are the focus here. The acidity keeps the wine fresh and lively, and a light touch of caramel runs through the palate pleasing finish.",US
1550,US,"A power trio of beeswax, toasted baguette and apple aromas are at the fore, with a button-mushroom accent adding interest. The palate tastes of wax and spiced toast. Although the wine's acidity starts slightly flat, it picks up some steam on the midpalate.",US
1551,US,"This wine has great structure, with tart acidity and firm minerality that bolsters the flavors of pear and orange. It feels racy and elegant all the way through.",US
1552,US,"Toasted oak and vanilla are noticeably present on the palate and nose of this wine, which evolves in the glass to take on a more tropical feel and tastes of ripe pineapple and guava. Medium to light in texture, it finishes smoothly and flat.",US
1553,US,"Jammy apricot, orange, mango and vanilla bean flavors mark this simple but tasty Chardonnay. It has enough acidity to keep it from collapsing.",US
1554,US,"It conveys tastes of buttered toast, honey and vanilla. The underlying fruit flavors are of oranges and mangoes.",US
1555,US,"It's ripe and jammy in oranges and mangoes, honey, buttered toast, vanilla and zesty lime acidity. Overall, it's easy to drink.",US
1556,US,"Apple and fig are layered throughout this elegant, medium-bodied wine that offers the ripeness of a warm vintage without veering into sweetness. The barrel impact is managed well, adding to the impact of honey and dried nuts on the finish.",US
1557,US,"Zest and floral notes abound on this refreshingly dry Chardonnay. Satisfyingly juicy and tart, it's penetrating on the palate with flavors of white grapefruit and fresh green apple. Finishes briskly but with a lingering lime-skin astringency.",US
1558,US,"All coming from a sub-vineyard within The Benches, it's moderately aromatic with notes of ripe peach, light tropical notes and spice. The palate is medium bodied, narrowing toward the finish.",US
1559,US,"Dark in color, this is a big, juicy, tantalizing wine from a beautifully farmed vineyard on the edge of the Sonoma Coast, a cool region where grapes ripen slowly. The wine, too, takes its time to come around, gradually revealing layers of golden apple tart and honey, with a lurking floral element and gentle ginger spice.",US
1560,US,"Delicate sea salt and caramel brittle aromas meld with lemon blossoms, honey on brie rind, sweet alkalinity and a subtle white peach ripeness on Rick Longoria's annual ode to his wife. The texturally intriguing palate is racy with acidity and chalky in minerality, showing lean flavors of lemon and lime peels and a touch of vanilla on the deep finish. Drink 2018–2025.",US
1561,US,"With an exotic, tropical edge, this wine takes time to develop, like a flower closed up overnight. Medium in body and length, it teases in honeysuckle, white peach and fresh pineapple, before delivering a tartness of lemon zest and well-defined minerality on the finish.",US
1562,US,"Golden roasted nuts, shredded pineapple and white peach converge on the nose of this wine, which remains tight and even thanks to a wet-slate minerality. The palate is nicely textured with a bit of grip, showing golden apples, orange cream, lemon pith and vanilla dust on the finish.",US
1563,US,"Fermentation and aging in French oak barrels with battonage have given this extraordinarily ripe Chardonnay a creamy, leesy mouthfeel. It's the perfect accompaniment to lush tropical fruit, citrus, apricot and baking spice flavors.",US
1564,US,"Dry farmed, Dijon clone Chardonnay shines at this estate. It's stylish, sharp, concentrated and deep, matching tart tree-fruit flavors to a broad streak of buttery oak. It's tightly focused and holds through a long finish. This could certainly be cellared for at least a half decade.",US
1565,US,"Zippy, zesty acidity balances the ripe pear, lime and tropical fruit flavors. There are also rich streaks of buttered toast and vanilla bean from having matured in oak, as well as a yeastiness from having aged on its lees. Dry and complex, this wine is meant to be consumed with crab and buttered bread.",US
1566,US,"Roughly half of the blend is made from fruit that comes from 30-year-old vines. An addition of 6% Muscat adds a scent of tree fruit, and the lovely citrus and stone fruit flavors are enhanced by a fresh-baked bread note. It has excellent concentration and impeccable balance, plus a long, satisfying finish.",US
